nr,X,Y,H,czas
tAuto62453,5545149.435,7422000.044,235.5029,05/26/2010 13:34:01
tAuto62454,5545146.786,7422003.688,238.9435,05/26/2010 13:34:02
tAuto62455,5545147.009,7422003.233,238.7332,05/26/2010 13:34:03
tAuto62456,5545143.204,7422005.626,241.369,05/26/2010 13:34:04
tAuto62457,5545143.175,7422005.506,241.3628,05/26/2010 13:34:05
tAuto62458,5545143.177,7422005.367,241.3752,05/26/2010 13:34:06
tAuto62459,5545143.21,7422005.228,241.3845,05/26/2010 13:34:07
tAuto62460,5545143.272,7422005.229,241.3041,05/26/2010 13:34:08
tAuto62461,5545142.937,7422004.905,241.1951,05/26/2010 13:34:09
tAuto62462,5545145.26,7422004.482,240.5219,05/26/2010 13:34:10
tAuto62463,5545145.57,7422004.466,240.6735,05/26/2010 13:34:11
tAuto62464,5545146.126,7422004.415,241.0894,05/26/2010 13:34:12
tAuto62465,5545146.158,7422004.375,241.173,05/26/2010 13:34:13
tAuto62466,5545146.097,7422004.334,241.1378,05/26/2010 13:34:14
tAuto62467,5545145.974,7422004.293,241.0763,05/26/2010 13:34:15
tAuto62468,5545145.881,7422004.272,241.0285,05/26/2010 13:34:16
tAuto62469,5545145.789,7422004.27,240.9936,05/26/2010 13:34:17
tAuto62470,5545145.697,7422004.229,240.982,05/26/2010 13:34:18
tAuto62471,5545145.604,7422004.208,241.0005,05/26/2010 13:34:19
tAuto62472,5545145.573,7422004.207,241.024,05/26/2010 13:34:20
tAuto62473,5545145.542,7422004.267,240.9895,05/26/2010 13:34:21
tAuto62474,5545145.541,7422004.287,240.9667,05/26/2010 13:34:22
tAuto62475,5545145.541,7422004.306,240.9923,05/26/2010 13:34:23
tAuto62476,5545145.541,7422004.306,241.0166,05/26/2010 13:34:24
tAuto62477,5545145.448,7422004.305,241.0221,05/26/2010 13:34:25
tAuto62478,5545145.356,7422004.304,241.0326,05/26/2010 13:34:26
tAuto62479,5545145.263,7422004.283,241.0387,05/26/2010 13:34:27
tAuto62480,5545145.17,7422004.301,241.0163,05/26/2010 13:34:28
tAuto62481,5545145.108,7422004.32,240.9852,05/26/2010 13:34:29
tAuto62482,5545145.015,7422004.339,240.9383,05/26/2010 13:34:30
tAuto62483,5545144.922,7422004.337,240.9174,05/26/2010 13:34:31
tAuto62484,5545144.521,7422004.351,240.6258,05/26/2010 13:34:32
tAuto62485,5545144.52,7422004.391,240.653,05/26/2010 13:34:33
tAuto62486,5545144.52,7422004.371,240.7045,05/26/2010 13:34:34
tAuto62487,5545144.52,7422004.391,240.7578,05/26/2010 13:34:35
tAuto62488,5545143.438,7422004.395,239.8516,05/26/2010 13:34:36
tAuto62489,5545144.489,7422004.411,240.8101,05/26/2010 13:34:37
tAuto62490,5545144.488,7422004.47,240.8358,05/26/2010 13:34:38
tAuto62491,5545144.457,7422004.49,240.8707,05/26/2010 13:34:39
tAuto62492,5545144.394,7422004.529,240.8964,05/26/2010 13:34:40
tAuto62493,5545144.579,7422004.571,241.1296,05/26/2010 13:34:41
tAuto62494,5545144.456,7422004.549,241.0901,05/26/2010 13:34:42
tAuto62495,5545144.394,7422004.529,241.0395,05/26/2010 13:34:43
tAuto62496,5545144.333,7422004.528,241.0114,05/26/2010 13:34:44
tAuto62497,5545144.302,7422004.487,240.9541,05/26/2010 13:34:45
tAuto62498,5545143.283,7422004.453,240.0407,05/26/2010 13:34:46
tAuto62499,5545143.284,7422004.413,240.0538,05/26/2010 13:34:47
tAuto62500,5545143.469,7422004.436,240.2268,05/26/2010 13:34:48
tAuto62501,5545143.036,7422004.429,239.89,05/26/2010 13:34:49
tAuto62502,5545142.974,7422004.428,239.9082,05/26/2010 13:34:50
tAuto62503,5545142.943,7422004.448,239.929,05/26/2010 13:34:51
tAuto62504,5545143.036,7422004.469,239.9483,05/26/2010 13:34:52
tAuto62505,5545143.096,7422004.549,239.8838,05/26/2010 13:34:53
tAuto62506,5545143.22,7422004.571,239.8291,05/26/2010 13:34:54
tAuto62507,5545143.497,7422004.615,239.8054,05/26/2010 13:34:55
tAuto62508,5545143.93,7422004.582,239.8225,05/26/2010 13:34:56
tAuto62509,5545144.424,7422004.589,239.8576,05/26/2010 13:34:57
tAuto62510,5545144.981,7422004.537,239.8535,05/26/2010 13:34:58
tAuto62511,5545145.599,7422004.586,239.8696,05/26/2010 13:34:59
tAuto62512,5545146.247,7422004.655,239.8703,05/26/2010 13:35:00
tAuto62513,5545146.863,7422004.783,239.8914,05/26/2010 13:35:01
tAuto62514,5545147.448,7422004.931,239.895,05/26/2010 13:35:02
tAuto62515,5545147.97,7422005.138,239.8998,05/26/2010 13:35:03
tAuto62516,5545148.336,7422005.442,239.8979,05/26/2010 13:35:04
tAuto62517,5545148.485,7422005.822,239.9085,05/26/2010 13:35:05
tAuto62518,5545148.42,7422006.06,239.915,05/26/2010 13:35:06
tAuto62519,5545148.389,7422006.06,239.9152,05/26/2010 13:35:07
tAuto62520,5545148.206,7422005.937,239.9117,05/26/2010 13:35:08
tAuto62521,5545148.366,7422005.562,239.9071,05/26/2010 13:35:09
tAuto62522,5545148.495,7422005.126,239.8937,05/26/2010 13:35:10
tAuto62523,5545148.844,7422004.514,239.8948,05/26/2010 13:35:11
tAuto62524,5545149.162,7422003.901,239.9095,05/26/2010 13:35:12
tAuto62525,5545149.452,7422003.13,239.9104,05/26/2010 13:35:13
tAuto62526,5545149.618,7422002.336,239.9162,05/26/2010 13:35:14
tAuto62527,5545149.755,7422001.422,239.9395,05/26/2010 13:35:15
tAuto62528,5545149.768,7422000.507,239.9279,05/26/2010 13:35:16
tAuto62529,5545149.721,7421999.511,239.9265,05/26/2010 13:35:17
tAuto62530,5545149.424,7421998.691,239.916,05/26/2010 13:35:18
tAuto62531,5545149.094,7421997.95,239.9238,05/26/2010 13:35:19
tAuto62532,5545148.61,7421997.286,239.9258,05/26/2010 13:35:20
tAuto62533,5545148.217,7421996.643,239.914,05/26/2010 13:35:21
tAuto62534,5545147.764,7421995.92,239.9149,05/26/2010 13:35:22
tAuto62535,5545147.373,7421995.178,239.919,05/26/2010 13:35:23
tAuto62536,5545146.89,7421994.455,239.9079,05/26/2010 13:35:24
tAuto62537,5545146.53,7421993.653,239.9061,05/26/2010 13:35:25
tAuto62538,5545146.016,7421992.89,239.9161,05/26/2010 13:35:26
tAuto62539,5545145.596,7421992.048,239.9188,05/26/2010 13:35:27
tAuto62540,5545145.144,7421991.245,239.9046,05/26/2010 13:35:28
tAuto62541,5545144.786,7421990.384,239.8884,05/26/2010 13:35:29
tAuto62542,5545144.396,7421989.562,239.8967,05/26/2010 13:35:30
tAuto62543,5545144.132,7421988.603,239.8709,05/26/2010 13:35:31
tAuto62544,5545143.868,7421987.664,239.8756,05/26/2010 13:35:32
tAuto62545,5545143.728,7421986.627,239.8585,05/26/2010 13:35:33
tAuto62546,5545143.619,7421985.65,239.8812,05/26/2010 13:35:34
tAuto62547,5545143.604,7421984.575,239.8677,05/26/2010 13:35:35
tAuto62548,5545143.587,7421983.56,239.8528,05/26/2010 13:35:36
tAuto62549,5545143.696,7421982.447,239.8632,05/26/2010 13:35:37
tAuto62550,5545143.774,7421981.334,239.8385,05/26/2010 13:35:38
tAuto62551,5545143.914,7421980.261,239.8619,05/26/2010 13:35:39
tAuto62552,5545143.993,7421979.088,239.8296,05/26/2010 13:35:40
tAuto62553,5545144.101,7421977.995,239.8623,05/26/2010 13:35:41
tAuto62554,5545144.181,7421976.782,239.8488,05/26/2010 13:35:42
tAuto62555,5545144.259,7421975.649,239.8465,05/26/2010 13:35:43
tAuto62556,5545144.308,7421974.415,239.8676,05/26/2010 13:35:44
tAuto62557,5545144.108,7421973.318,239.8507,05/26/2010 13:35:45
tAuto62558,5545144.000,7421972.202,239.8681,05/26/2010 13:35:46
tAuto62559,5545143.644,7421971.182,239.8673,05/26/2010 13:35:47
tAuto62560,5545143.443,7421970.124,239.8709,05/26/2010 13:35:48
tAuto62561,5545143.057,7421969.063,239.8461,05/26/2010 13:35:49
tAuto62562,5545142.764,7421967.984,239.8338,05/26/2010 13:35:50
tAuto62563,5545142.532,7421966.906,239.8412,05/26/2010 13:35:51
tAuto62564,5545142.271,7421965.768,239.8214,05/26/2010 13:35:52
tAuto62565,5545142.194,7421964.652,239.8219,05/26/2010 13:35:53
tAuto62566,5545142.118,7421963.537,239.8358,05/26/2010 13:35:54
tAuto62567,5545142.289,7421962.425,239.8248,05/26/2010 13:35:55
tAuto62568,5545142.459,7421961.333,239.8336,05/26/2010 13:35:56
tAuto62569,5545142.754,7421960.183,239.8145,05/26/2010 13:35:57
tAuto62570,5545143.11,7421959.093,239.81,05/26/2010 13:35:58
tAuto62571,5545143.436,7421957.904,239.8118,05/26/2010 13:35:59
tAuto62572,5545143.916,7421956.757,239.8203,05/26/2010 13:36:00
tAuto62573,5545144.181,7421955.546,239.8225,05/26/2010 13:36:01
tAuto62574,5545144.601,7421954.319,239.8061,05/26/2010 13:36:02
tAuto62575,5545144.927,7421953.149,239.8247,05/26/2010 13:36:03
tAuto62576,5545145.223,7421951.939,239.7854,05/26/2010 13:36:04
tAuto62577,5545145.455,7421950.808,239.8379,05/26/2010 13:36:05
tAuto62578,5545145.72,7421949.598,239.8168,05/26/2010 13:36:06
tAuto62579,5545145.953,7421948.467,239.8228,05/26/2010 13:36:07
tAuto62580,5545146.187,7421947.276,239.8417,05/26/2010 13:36:08
tAuto62581,5545146.266,7421946.103,239.8241,05/26/2010 13:36:09
tAuto62582,5545146.344,7421944.97,239.8489,05/26/2010 13:36:10
tAuto62583,5545146.515,7421943.798,239.8185,05/26/2010 13:36:11
tAuto62584,5545146.404,7421942.961,239.7041,05/26/2010 13:36:12
tAuto62585,5545146.575,7421941.809,239.6821,05/26/2010 13:36:13
tAuto62586,5545146.808,7421940.678,239.704,05/26/2010 13:36:14
tAuto62587,5545147.041,7421939.547,239.693,05/26/2010 13:36:15
tAuto62588,5545147.366,7421938.437,239.6921,05/26/2010 13:36:16
tAuto62589,5545147.599,7421937.286,239.6916,05/26/2010 13:36:17
tAuto62590,5545147.986,7421936.197,239.6875,05/26/2010 13:36:18
tAuto62591,5545148.188,7421935.066,239.6992,05/26/2010 13:36:19
tAuto62592,5545148.606,7421933.957,239.6965,05/26/2010 13:36:20
tAuto62593,5545148.808,7421932.826,239.6914,05/26/2010 13:36:21
tAuto62594,5545149.164,7421931.657,239.6898,05/26/2010 13:36:22
tAuto62595,5545149.428,7421930.546,239.7101,05/26/2010 13:36:23
tAuto62596,5545149.723,7421929.356,239.6954,05/26/2010 13:36:24
tAuto62597,5545149.987,7421928.206,239.6939,05/26/2010 13:36:25
tAuto62598,5545150.19,7421927.035,239.7017,05/26/2010 13:36:26
tAuto62599,5545150.269,7421925.862,239.6904,05/26/2010 13:36:27
tAuto62600,5545150.378,7421924.729,239.7085,05/26/2010 13:36:28
tAuto62601,5545150.302,7421923.553,239.6851,05/26/2010 13:36:29
tAuto62602,5545150.288,7421922.419,239.7017,05/26/2010 13:36:30
tAuto62603,5545150.213,7421921.224,239.7,05/26/2010 13:36:31
tAuto62604,5545150.074,7421920.107,239.6989,05/26/2010 13:36:32
tAuto62605,5545149.937,7421918.951,239.6941,05/26/2010 13:36:33
tAuto62606,5545149.86,7421917.835,239.6978,05/26/2010 13:36:34
tAuto62607,5545149.784,7421916.719,239.6904,05/26/2010 13:36:35
tAuto62608,5545149.738,7421915.604,239.7118,05/26/2010 13:36:36
tAuto62609,5545149.693,7421914.469,239.6848,05/26/2010 13:36:37
tAuto62610,5545149.617,7421913.314,239.689,05/26/2010 13:36:38
tAuto62611,5545149.572,7421912.199,239.7075,05/26/2010 13:36:39
tAuto62612,5545149.527,7421911.044,239.699,05/26/2010 13:36:40
tAuto62613,5545149.513,7421909.909,239.6886,05/26/2010 13:36:41
tAuto62614,5545149.56,7421908.775,239.7065,05/26/2010 13:36:42
tAuto62615,5545149.793,7421907.644,239.6969,05/26/2010 13:36:43
tAuto62616,5545150.086,7421906.574,239.702,05/26/2010 13:36:44
tAuto62617,5545150.534,7421905.525,239.6977,05/26/2010 13:36:45
tAuto62618,5545151.075,7421904.498,239.6796,05/26/2010 13:36:46
tAuto62619,5545151.613,7421903.571,239.6978,05/26/2010 13:36:47
tAuto62620,5545152.215,7421902.604,239.6969,05/26/2010 13:36:48
tAuto62621,5545152.784,7421901.697,239.6953,05/26/2010 13:36:49
tAuto62622,5545153.508,7421900.812,239.6972,05/26/2010 13:36:50
tAuto62623,5545154.293,7421899.968,239.7015,05/26/2010 13:36:51
tAuto62624,5545155.2,7421899.165,239.7196,05/26/2010 13:36:52
tAuto62625,5545156.139,7421898.343,239.6889,05/26/2010 13:36:53
tAuto62626,5545156.987,7421897.46,239.6961,05/26/2010 13:36:54
tAuto62627,5545157.805,7421896.457,239.6821,05/26/2010 13:36:55
tAuto62628,5545158.438,7421895.411,239.6961,05/26/2010 13:36:56
tAuto62629,5545159.134,7421894.307,239.6866,05/26/2010 13:36:57
tAuto62630,5545159.644,7421893.2,239.7044,05/26/2010 13:36:58
tAuto62631,5545160.218,7421892.014,239.6831,05/26/2010 13:36:59
tAuto62632,5545160.606,7421890.845,239.7061,05/26/2010 13:37:00
tAuto62633,5545161.057,7421889.598,239.703,05/26/2010 13:37:01
tAuto62634,5545161.384,7421888.349,239.6945,05/26/2010 13:37:02
tAuto62635,5545161.649,7421887.099,239.7124,05/26/2010 13:37:03
tAuto62636,5545161.791,7421885.847,239.6983,05/26/2010 13:37:04
tAuto62637,5545161.777,7421884.673,239.7087,05/26/2010 13:37:05
tAuto62638,5545161.67,7421883.537,239.7028,05/26/2010 13:37:06
tAuto62639,5545161.439,7421882.419,239.6989,05/26/2010 13:37:07
tAuto62640,5545161.208,7421881.321,239.7034,05/26/2010 13:37:08
tAuto62641,5545161.163,7421880.166,239.7022,05/26/2010 13:37:09
tAuto62642,5545161.026,7421879.01,239.7132,05/26/2010 13:37:10
tAuto62643,5545161.197,7421877.858,239.6947,05/26/2010 13:37:11
tAuto62644,5545161.276,7421876.705,239.7043,05/26/2010 13:37:12
tAuto62645,5545161.571,7421875.535,239.7036,05/26/2010 13:37:13
tAuto62646,5545161.834,7421874.404,239.6963,05/26/2010 13:37:14
tAuto62647,5545162.161,7421873.215,239.6937,05/26/2010 13:37:15
tAuto62648,5545162.456,7421872.025,239.7045,05/26/2010 13:37:16
tAuto62649,5545162.752,7421870.815,239.7024,05/26/2010 13:37:17
tAuto62650,5545163.079,7421869.566,239.6852,05/26/2010 13:37:18
tAuto62651,5545163.344,7421868.376,239.7198,05/26/2010 13:37:19
tAuto62652,5545163.702,7421867.108,239.692,05/26/2010 13:37:20
tAuto62653,5545163.936,7421865.897,239.6992,05/26/2010 13:37:21
tAuto62654,5545164.325,7421864.629,239.6999,05/26/2010 13:37:22
tAuto62655,5545164.436,7421863.397,239.7046,05/26/2010 13:37:23
tAuto62656,5545164.577,7421862.185,239.7129,05/26/2010 13:37:24
tAuto62657,5545164.564,7421861.01,239.6988,05/26/2010 13:37:25
tAuto62658,5545164.55,7421859.856,239.698,05/26/2010 13:37:26
tAuto62659,5545164.566,7421858.702,239.7067,05/26/2010 13:37:27
tAuto62660,5545164.645,7421857.529,239.7009,05/26/2010 13:37:28
tAuto62661,5545164.848,7421856.337,239.709,05/26/2010 13:37:29
tAuto62662,5545164.989,7421855.145,239.7075,05/26/2010 13:37:30
tAuto62663,5545165.254,7421853.955,239.6912,05/26/2010 13:37:31
tAuto62664,5545165.487,7421852.764,239.7081,05/26/2010 13:37:32
tAuto62665,5545165.814,7421851.555,239.6916,05/26/2010 13:37:33
tAuto62666,5545166.048,7421850.364,239.7097,05/26/2010 13:37:34
tAuto62667,5545166.375,7421849.135,239.703,05/26/2010 13:37:35
tAuto62668,5545166.578,7421847.944,239.7114,05/26/2010 13:37:36
tAuto62669,5545166.904,7421846.735,239.7261,05/26/2010 13:37:37
tAuto62670,5545166.983,7421845.542,239.716,05/26/2010 13:37:38
tAuto62671,5545167.154,7421844.41,239.7336,05/26/2010 13:37:39
tAuto62672,5545167.109,7421843.275,239.7125,05/26/2010 13:37:40
tAuto62673,5545167.095,7421842.16,239.7042,05/26/2010 13:37:41
tAuto62674,5545166.956,7421841.044,239.7199,05/26/2010 13:37:42
tAuto62675,5545166.972,7421839.989,239.7104,05/26/2010 13:37:43
tAuto62676,5545166.987,7421838.934,239.711,05/26/2010 13:37:44
tAuto62677,5545167.094,7421837.981,239.703,05/26/2010 13:37:45
tAuto62678,5545167.292,7421837.108,239.7145,05/26/2010 13:37:46
tAuto62679,5545167.551,7421836.296,239.712,05/26/2010 13:37:47
tAuto62680,5545167.933,7421835.545,239.7293,05/26/2010 13:37:48
tAuto62681,5545168.407,7421834.776,239.7007,05/26/2010 13:37:49
tAuto62682,5545168.882,7421834.046,239.7009,05/26/2010 13:37:50
tAuto62683,5545169.386,7421833.337,239.7078,05/26/2010 13:37:51
tAuto62684,5545169.829,7421832.627,239.7106,05/26/2010 13:37:52
tAuto62685,5545170.273,7421831.897,239.7093,05/26/2010 13:37:53
tAuto62686,5545170.654,7421831.206,239.7058,05/26/2010 13:37:54
tAuto62687,5545171.034,7421830.535,239.7253,05/26/2010 13:37:55
tAuto62688,5545171.291,7421829.862,239.7183,05/26/2010 13:37:56
tAuto62689,5545171.394,7421829.187,239.7229,05/26/2010 13:37:57
tAuto62690,5545171.527,7421828.552,239.7189,05/26/2010 13:37:58
tAuto62691,5545171.66,7421827.877,239.7213,05/26/2010 13:37:59
tAuto62692,5545171.793,7421827.223,239.7242,05/26/2010 13:38:00
tAuto62693,5545171.958,7421826.528,239.7284,05/26/2010 13:38:01
tAuto62694,5545172.279,7421825.677,239.7318,05/26/2010 13:38:02
tAuto62695,5545172.476,7421824.884,239.7446,05/26/2010 13:38:03
tAuto62696,5545172.674,7421824.051,239.7319,05/26/2010 13:38:04
tAuto62697,5545172.809,7421823.237,239.725,05/26/2010 13:38:05
tAuto62698,5545172.882,7421822.502,239.7522,05/26/2010 13:38:06
tAuto62699,5545172.862,7421821.745,239.7589,05/26/2010 13:38:07
tAuto62700,5545172.749,7421821.047,239.7547,05/26/2010 13:38:08
tAuto62701,5545172.541,7421820.447,239.7562,05/26/2010 13:38:09
tAuto62702,5545172.211,7421819.765,239.7595,05/26/2010 13:38:10
tAuto62703,5545171.817,7421819.222,239.765,05/26/2010 13:38:11
tAuto62704,5545171.271,7421818.558,239.779,05/26/2010 13:38:12
tAuto62705,5545170.629,7421818.071,239.7753,05/26/2010 13:38:13
tAuto62706,5545169.985,7421817.763,239.7923,05/26/2010 13:38:14
tAuto62707,5545169.34,7421817.494,239.7974,05/26/2010 13:38:15
tAuto62708,5545168.725,7421817.247,239.8065,05/26/2010 13:38:16
tAuto62709,5545168.11,7421817.039,239.8128,05/26/2010 13:38:17
tAuto62710,5545167.525,7421816.891,239.8307,05/26/2010 13:38:18
tAuto62711,5545166.909,7421816.742,239.8344,05/26/2010 13:38:19
tAuto62712,5545166.264,7421816.534,239.8539,05/26/2010 13:38:20
tAuto62713,5545165.587,7421816.325,239.8574,05/26/2010 13:38:21
tAuto62714,5545164.882,7421815.937,239.8706,05/26/2010 13:38:22
tAuto62715,5545164.082,7421815.706,239.8594,05/26/2010 13:38:23
tAuto62716,5545163.221,7421815.415,239.8908,05/26/2010 13:38:24
tAuto62717,5545162.357,7421815.323,239.8827,05/26/2010 13:38:25
tAuto62718,5545161.34,7421815.149,239.9038,05/26/2010 13:38:26
tAuto62719,5545160.411,7421815.274,239.8943,05/26/2010 13:38:27
tAuto62720,5545159.359,7421815.339,239.9207,05/26/2010 13:38:28
tAuto62721,5545158.459,7421815.644,239.9249,05/26/2010 13:38:29
tAuto62722,5545157.527,7421815.949,239.9258,05/26/2010 13:38:30
tAuto62723,5545156.687,7421816.374,239.9432,05/26/2010 13:38:31
tAuto62724,5545155.938,7421816.841,239.9365,05/26/2010 13:38:32
tAuto62725,5545155.25,7421817.408,239.961,05/26/2010 13:38:33
tAuto62726,5545154.562,7421817.955,239.9629,05/26/2010 13:38:34
tAuto62727,5545153.996,7421818.644,239.9744,05/26/2010 13:38:35
tAuto62728,5545153.43,7421819.312,240.0015,05/26/2010 13:38:36
tAuto62729,5545152.863,7421820.04,240.0069,05/26/2010 13:38:37
tAuto62730,5545152.266,7421820.728,240.0255,05/26/2010 13:38:38
tAuto62731,5545151.607,7421821.455,240.0327,05/26/2010 13:38:39
tAuto62732,5545150.797,7421821.861,240.044,05/26/2010 13:38:40
tAuto62733,5545149.926,7421822.286,240.0469,05/26/2010 13:38:41
tAuto62734,5545147.942,7421822.695,240.1473,05/26/2010 13:38:42
tAuto62735,5545148.163,7421822.38,238.6891,05/26/2010 13:38:43
tAuto62736,5545146.827,7421822.898,239.7428,05/26/2010 13:38:44
tAuto62737,5545145.93,7421822.944,239.7043,05/26/2010 13:38:45
tAuto62738,5545144.974,7421822.811,239.7096,05/26/2010 13:38:46
tAuto62739,5545143.957,7421822.676,239.7159,05/26/2010 13:38:47
tAuto62740,5545143.035,7421822.325,239.7131,05/26/2010 13:38:48
tAuto62741,5545142.019,7421822.071,239.6929,05/26/2010 13:38:49
tAuto62742,5545141.036,7421821.639,239.701,05/26/2010 13:38:50
tAuto62743,5545140.022,7421821.246,239.7068,05/26/2010 13:38:51
tAuto62744,5545138.978,7421820.773,239.6995,05/26/2010 13:38:52
tAuto62745,5545137.935,7421820.28,239.7234,05/26/2010 13:38:53
tAuto62746,5545136.829,7421819.866,239.6962,05/26/2010 13:38:54
tAuto62747,5545135.722,7421819.491,239.7109,05/26/2010 13:38:55
tAuto62748,5545134.521,7421819.195,239.6945,05/26/2010 13:38:56
tAuto62749,5545133.411,7421819.000,239.712,05/26/2010 13:38:57
tAuto62750,5545132.209,7421818.803,239.6979,05/26/2010 13:38:58
tAuto62751,5545131.065,7421818.826,239.7,05/26/2010 13:38:59
tAuto62752,5545129.923,7421818.77,239.7128,05/26/2010 13:39:00
tAuto62753,5545128.655,7421818.831,239.6997,05/26/2010 13:39:01
tAuto62754,5545127.511,7421818.914,239.7127,05/26/2010 13:39:02
tAuto62755,5545126.245,7421818.835,239.7091,05/26/2010 13:39:03
tAuto62756,5545125.099,7421818.978,239.7174,05/26/2010 13:39:04
tAuto62757,5545123.925,7421819.001,239.7067,05/26/2010 13:39:05
tAuto62758,5545122.748,7421819.163,239.7014,05/26/2010 13:39:06
tAuto62759,5545121.726,7421819.327,239.7113,05/26/2010 13:39:07
tAuto62760,5545120.672,7421819.57,239.7104,05/26/2010 13:39:08
tAuto62761,5545119.679,7421819.874,239.7022,05/26/2010 13:39:09
tAuto62762,5545118.686,7421820.158,239.7156,05/26/2010 13:39:10
tAuto62763,5545117.631,7421820.481,239.6986,05/26/2010 13:39:11
tAuto62764,5545116.639,7421820.666,239.7147,05/26/2010 13:39:12
tAuto62765,5545115.714,7421820.553,239.7085,05/26/2010 13:39:13
tAuto62766,5545114.85,7421820.44,239.7131,05/26/2010 13:39:14
tAuto62767,5545114.083,7421820.071,239.7043,05/26/2010 13:39:15
tAuto62768,5545113.222,7421819.76,239.7254,05/26/2010 13:39:16
tAuto62769,5545112.456,7421819.331,239.7129,05/26/2010 13:39:17
